image,brightness,label_count,pred_count,count_diff,min_conf,mean_conf
kaggle_annotated_potholes_img-31.jpg,143.7,1,1,0,0.885,0.885
kaggle_annotated_potholes_img-314.jpg,68.2,1,1,0,0.879,0.879
kaggle_annotated_potholes_img-341.jpg,121.3,3,3,0,0.278,0.614
kaggle_annotated_potholes_img-351.jpg,106.4,1,2,1,0.593,0.659
kaggle_annotated_potholes_img-357.jpg,105.2,1,2,1,0.26,0.428
kaggle_annotated_potholes_img-371.jpg,110.7,1,1,0,0.628,0.628
kaggle_annotated_potholes_img-380.jpg,97.7,1,1,0,0.794,0.794
kaggle_annotated_potholes_img-397.jpg,147.6,3,4,1,0.422,0.637
kaggle_annotated_potholes_img-417.jpg,94.2,1,1,0,0.772,0.772
kaggle_annotated_potholes_img-423.jpg,117.1,1,1,0,0.886,0.886
kaggle_annotated_potholes_img-428.jpg,132.9,6,15,9,0.257,0.504
kaggle_annotated_potholes_img-433.jpg,137.9,2,2,0,0.755,0.8
kaggle_annotated_potholes_img-443.jpg,112.1,5,5,0,0.272,0.637
kaggle_annotated_potholes_img-447.jpg,109.6,1,1,0,0.912,0.912
kaggle_annotated_potholes_img-453.jpg,115.6,1,0,-1,,
kaggle_annotated_potholes_img-462.jpg,112.8,1,1,0,0.831,0.831
kaggle_annotated_potholes_img-471.jpg,125.9,18,23,5,0.258,0.65
kaggle_annotated_potholes_img-477.jpg,131.5,3,3,0,0.767,0.836
kaggle_annotated_potholes_img-480.jpg,112.6,3,1,-2,0.799,0.799
kaggle_annotated_potholes_img-493.jpg,132.0,16,5,-11,0.477,0.787
kaggle_annotated_potholes_img-506.jpg,112.3,1,2,1,0.362,0.64
kaggle_annotated_potholes_img-513.jpg,120.6,1,1,0,0.833,0.833
kaggle_annotated_potholes_img-514.jpg,116.2,6,6,0,0.412,0.583
kaggle_annotated_potholes_img-517.jpg,126.0,2,1,-1,0.727,0.727
kaggle_annotated_potholes_img-522.jpg,98.5,3,2,-1,0.865,0.888
kaggle_annotated_potholes_img-534.jpg,128.9,5,5,0,0.261,0.399
kaggle_annotated_potholes_img-56.jpg,131.0,2,2,0,0.266,0.58
kaggle_annotated_potholes_img-570.jpg,143.3,5,3,-2,0.295,0.518
kaggle_annotated_potholes_img-587.jpg,118.6,2,5,3,0.406,0.678
kaggle_annotated_potholes_img-59.jpg,125.5,2,6,4,0.305,0.578
kaggle_annotated_potholes_img-591.jpg,130.7,2,3,1,0.455,0.643
kaggle_annotated_potholes_img-60.jpg,150.5,2,2,0,0.661,0.71
kaggle_annotated_potholes_img-609.jpg,143.0,5,7,2,0.326,0.66
kaggle_annotated_potholes_img-623.jpg,138.8,1,1,0,0.798,0.798
kaggle_annotated_potholes_img-630.jpg,129.5,2,3,1,0.499,0.682
kaggle_annotated_potholes_img-651.jpg,139.4,1,1,0,0.421,0.421
kaggle_annotated_potholes_img-69.jpg,145.4,2,2,0,0.4,0.653
kaggle_annotated_potholes_img-79.jpg,161.5,1,2,1,0.329,0.523
kaggle_annotated_potholes_img-84.jpg,131.7,3,2,-1,0.442,0.647
kaggle_annotated_potholes_img-99.jpg,153.9,1,2,1,0.373,0.627
kaggle_indian_roads_AN_unpaved_104.jpg,176.2,1,2,1,0.275,0.472
kaggle_indian_roads_AN_unpaved_122.jpg,177.2,1,2,1,0.554,0.563
kaggle_indian_roads_AN_unpaved_13.jpg,179.1,2,2,0,0.603,0.647
kaggle_indian_roads_AN_unpaved_135.jpg,176.8,2,3,1,0.44,0.603
kaggle_indian_roads_AN_unpaved_144.jpg,175.2,1,2,1,0.727,0.751
kaggle_indian_roads_AN_unpaved_15.jpg,174.8,1,2,1,0.261,0.53
kaggle_indian_roads_AN_unpaved_167.jpg,175.7,1,3,2,0.382,0.54
kaggle_indian_roads_AN_unpaved_182.jpg,174.4,2,4,2,0.444,0.536
kaggle_indian_roads_AN_unpaved_212.jpg,172.1,1,1,0,0.326,0.326
kaggle_indian_roads_AN_unpaved_219.jpg,170.8,1,1,0,0.906,0.906
kaggle_indian_roads_AN_unpaved_234.jpg,172.5,2,2,0,0.633,0.724
kaggle_indian_roads_AN_unpaved_241.jpg,173.8,2,2,0,0.694,0.765
kaggle_indian_roads_AN_unpaved_247.jpg,175.2,1,2,1,0.499,0.633
kaggle_indian_roads_AN_unpaved_264.jpg,172.3,1,2,1,0.421,0.47
kaggle_indian_roads_AN_unpaved_292.jpg,167.0,1,1,0,0.802,0.802
kaggle_indian_roads_AN_unpaved_40.jpg,180.1,4,2,-2,0.737,0.757
kaggle_indian_roads_AN_unpaved_66.jpg,173.8,3,3,0,0.65,0.774
kaggle_indian_roads_frame+445.jpg,160.4,1,2,1,0.507,0.554
kaggle_indian_roads_frame+86.jpg,159.9,2,2,0,0.678,0.697
kaggle_indian_roads_frame+97.jpg,154.1,2,1,-1,0.59,0.59
kaggle_indian_roads_PotHoles_12.jpg,81.9,1,1,0,0.9,0.9
kaggle_indian_roads_PotHoles_129.jpg,62.6,1,1,0,0.924,0.924
kaggle_indian_roads_PotHoles_137.jpg,81.2,1,1,0,0.648,0.648
kaggle_indian_roads_PotHoles_14.jpg,19.9,2,3,1,0.655,0.724
kaggle_indian_roads_PotHoles_154.jpg,64.9,3,2,-1,0.292,0.338
kaggle_indian_roads_PotHoles_167.jpg,58.5,3,4,1,0.296,0.526
kaggle_indian_roads_PotHoles_198.jpg,100.1,1,1,0,0.789,0.789
kaggle_indian_roads_PotHoles_200.jpg,69.2,1,0,-1,,
kaggle_indian_roads_PotHoles_205.jpg,15.3,4,2,-2,0.426,0.64
kaggle_indian_roads_PotHoles_214.jpg,46.6,2,4,2,0.277,0.588
kaggle_indian_roads_PotHoles_275.jpg,89.3,1,1,0,0.778,0.778
kaggle_indian_roads_PotHoles_301.jpg,99.7,4,2,-2,0.441,0.603
kaggle_indian_roads_PotHoles_340.jpg,24.8,6,6,0,0.34,0.55
kaggle_indian_roads_PotHoles_362.jpg,72.8,3,2,-1,0.498,0.64
kaggle_indian_roads_PotHoles_38.jpg,70.1,0,2,2,0.37,0.573
kaggle_indian_roads_PotHoles_408.jpg,101.5,4,2,-2,0.291,0.431
kaggle_indian_roads_PotHoles_415.jpg,82.1,1,1,0,0.858,0.858
kaggle_indian_roads_PotHoles_447.jpg,46.9,2,2,0,0.519,0.665
kaggle_indian_roads_PotHoles_451.jpg,99.1,3,2,-1,0.406,0.575
kaggle_indian_roads_PotHoles_460.jpg,58.3,3,2,-1,0.513,0.548
kaggle_indian_roads_PotHoles_47.jpg,47.0,2,2,0,0.342,0.599
kaggle_indian_roads_PotHoles_481.jpg,23.2,4,2,-2,0.435,0.524
kaggle_indian_roads_PotHoles_599 - Copy.jpg,67.1,1,1,0,0.947,0.947
kaggle_indian_roads_PotHoles_602.jpg,67.1,1,1,0,0.913,0.913
kaggle_indian_roads_PotHoles_616.jpg,88.1,1,1,0,0.789,0.789
kaggle_indian_roads_PotHoles_689.jpg,39.8,1,1,0,0.674,0.674
kaggle_indian_roads_PotHoles_699.jpg,42.6,1,2,1,0.329,0.343
kaggle_indian_roads_PotHoles_708.jpg,38.7,1,1,0,0.693,0.693
kaggle_indian_roads_PotHoles_716.jpg,36.5,1,2,1,0.477,0.579
kaggle_indian_roads_PotHoles_803.jpg,85.2,1,1,0,0.281,0.281
kaggle_indian_roads_PotHoles_876.jpg,98.9,1,1,0,0.844,0.844
kaggle_indian_roads_PotHoles_plus_unpaved_11.jpg,170.2,2,1,-1,0.255,0.255
kaggle_indian_roads_PotHoles_plus_unpaved_110.jpg,159.0,1,1,0,0.639,0.639
kaggle_indian_roads_PotHoles_plus_unpaved_120.jpg,171.8,1,2,1,0.277,0.335
kaggle_indian_roads_PotHoles_plus_unpaved_148.jpg,162.8,1,0,-1,,
kaggle_indian_roads_PotHoles_plus_unpaved_165.jpg,171.9,1,3,2,0.272,0.378
kaggle_indian_roads_PotHoles_plus_unpaved_168.jpg,176.6,1,1,0,0.529,0.529
kaggle_indian_roads_PotHoles_plus_unpaved_36.jpg,158.6,1,3,2,0.656,0.731
kaggle_indian_roads_PotHoles_plus_unpaved_51.jpg,163.5,1,1,0,0.754,0.754
kaggle_indian_roads_Speed_206.jpg,151.5,2,3,1,0.345,0.612
kaggle_indian_roads_UngradedRoad_136.jpg,84.2,1,2,1,0.27,0.451
kaggle_indian_roads_UngradedRoad_239.jpg,81.3,1,1,0,0.719,0.719
kaggle_indian_roads_UngradedRoad_40.jpg,83.2,1,1,0,0.683,0.683
kaggle_indian_roads_UngradedRoad_68.jpg,80.8,1,2,1,0.451,0.535
kaggle_indian_roads_UngradedRoad_77.jpg,80.0,1,2,1,0.617,0.649
kaggle_indian_roads_UnPavedRoad__605.jpg,99.1,1,0,-1,,
kaggle_potholes_yolov8_pothole_102.jpg,107.4,1,1,0,0.873,0.873
kaggle_potholes_yolov8_pothole_103.jpg,111.2,55,25,-30,0.256,0.608
kaggle_potholes_yolov8_pothole_106.jpg,118.1,10,7,-3,0.282,0.63
kaggle_potholes_yolov8_pothole_113.jpg,120.1,2,3,1,0.7,0.812
kaggle_potholes_yolov8_pothole_1234.jpg,156.8,1,1,0,0.645,0.645
kaggle_potholes_yolov8_pothole_1323.jpg,139.3,1,2,1,0.838,0.851
kaggle_potholes_yolov8_pothole_1395.jpg,118.5,8,9,1,0.307,0.776
kaggle_potholes_yolov8_pothole_1451.jpg,121.8,3,2,-1,0.685,0.781
kaggle_potholes_yolov8_pothole_1518.jpg,151.3,2,2,0,0.538,0.715
kaggle_potholes_yolov8_pothole_1667.jpg,90.6,15,10,-5,0.268,0.438
kaggle_potholes_yolov8_pothole_169.jpg,124.2,2,2,0,0.821,0.859
kaggle_potholes_yolov8_pothole_1694.jpg,149.4,1,1,0,0.929,0.929
kaggle_potholes_yolov8_pothole_173.jpg,128.6,1,1,0,0.843,0.843
kaggle_potholes_yolov8_pothole_1746.jpg,128.1,2,2,0,0.251,0.508
kaggle_potholes_yolov8_pothole_175.jpg,130.4,1,1,0,0.744,0.744
kaggle_potholes_yolov8_pothole_1821.jpg,116.1,1,1,0,0.738,0.738
kaggle_potholes_yolov8_pothole_1894.jpg,107.4,2,3,1,0.403,0.72
kaggle_potholes_yolov8_pothole_1896.jpg,144.9,2,3,1,0.354,0.599
kaggle_potholes_yolov8_pothole_1920.jpg,56.7,2,7,5,0.255,0.5
kaggle_potholes_yolov8_pothole_25.jpg,99.3,1,1,0,0.885,0.885
kaggle_potholes_yolov8_pothole_301.jpg,99.2,21,13,-8,0.257,0.538
kaggle_potholes_yolov8_pothole_312.jpg,91.7,1,2,1,0.322,0.405
kaggle_potholes_yolov8_pothole_320.jpg,123.8,3,4,1,0.362,0.454
kaggle_potholes_yolov8_pothole_353.jpg,113.3,2,2,0,0.868,0.907
kaggle_potholes_yolov8_pothole_436.jpg,131.6,2,4,2,0.306,0.549
kaggle_potholes_yolov8_pothole_455.jpg,160.3,1,2,1,0.364,0.452
kaggle_potholes_yolov8_pothole_49.jpg,99.6,2,3,1,0.708,0.781
kaggle_potholes_yolov8_pothole_522.jpg,95.5,1,2,1,0.315,0.575
kaggle_potholes_yolov8_pothole_526.jpg,159.2,1,1,0,0.931,0.931
kaggle_potholes_yolov8_pothole_539.jpg,125.1,1,1,0,0.495,0.495
kaggle_potholes_yolov8_pothole_589.jpg,78.7,1,1,0,0.848,0.848
kaggle_potholes_yolov8_pothole_621.jpg,145.9,3,2,-1,0.652,0.792
kaggle_potholes_yolov8_pothole_644.jpg,86.6,11,10,-1,0.443,0.669
kaggle_potholes_yolov8_pothole_680.jpg,135.7,1,1,0,0.858,0.858
kaggle_potholes_yolov8_pothole_703.jpg,126.2,1,2,1,0.365,0.586
kaggle_potholes_yolov8_pothole_711.jpg,109.1,1,1,0,0.852,0.852
kaggle_potholes_yolov8_pothole_716.jpg,122.8,1,1,0,0.616,0.616
kaggle_potholes_yolov8_pothole_727.jpg,111.6,6,4,-2,0.316,0.699
kaggle_potholes_yolov8_pothole_761.jpg,78.5,1,2,1,0.509,0.641
kaggle_potholes_yolov8_pothole_772.jpg,91.4,3,3,0,0.291,0.489
kaggle_potholes_yolov8_pothole_775.jpg,85.8,3,4,1,0.361,0.457
kaggle_potholes_yolov8_pothole_785.jpg,112.6,3,4,1,0.291,0.5
kaggle_potholes_yolov8_pothole_848.jpg,85.4,30,38,8,0.265,0.747
kaggle_potholes_yolov8_pothole_902.jpg,151.4,1,1,0,0.801,0.801
kaggle_potholes_yolov8_pothole_96.jpg,129.9,1,0,-1,,
kaggle_potholes_yolov8_pothole_960.jpg,130.8,1,3,2,0.401,0.563
kaggle_severity_levels_img-11.jpg,147.1,1,1,0,0.736,0.736
kaggle_severity_levels_img-150.jpg,144.7,1,1,0,0.809,0.809
kaggle_severity_levels_img-362.jpg,104.7,2,1,-1,0.305,0.305
kaggle_severity_levels_img-549.jpg,107.1,2,4,2,0.364,0.636
kaggle_severity_levels_img-63.jpg,146.8,1,2,1,0.76,0.831
kaggle_severity_levels_img-670.jpg,131.6,10,5,-5,0.387,0.425
kaggle_severity_levels_img-686.jpg,139.4,1,2,1,0.253,0.563
kaggle_severity_levels_img-690.jpg,138.5,1,2,1,0.315,0.58
kaggle_severity_levels_img-691.jpg,145.1,1,1,0,0.716,0.716
kaggle_severity_levels_img-700.jpg,127.4,1,0,-1,,
kaggle_severity_levels_img-711.jpg,117.9,1,3,2,0.663,0.722
kaggle_severity_levels_img-714.jpg,144.9,1,2,1,0.489,0.655
kaggle_severity_levels_img-717.jpg,116.3,1,2,1,0.294,0.485
pothole600_testing_0000.png,164.7,1,1,0,0.886,0.886
pothole600_testing_0001.png,165.1,1,1,0,0.892,0.892
pothole600_testing_0002.png,171.0,1,1,0,0.92,0.92
pothole600_testing_0003.png,171.5,1,1,0,0.918,0.918
pothole600_testing_0004.png,170.0,1,1,0,0.934,0.934
pothole600_testing_0005.png,169.5,1,1,0,0.911,0.911
pothole600_testing_0006.png,169.5,1,1,0,0.942,0.942
pothole600_testing_0007.png,168.6,1,1,0,0.929,0.929
pothole600_testing_0008.png,169.3,1,1,0,0.927,0.927
pothole600_testing_0009.png,153.3,1,1,0,0.939,0.939
pothole600_testing_0010.png,155.3,1,1,0,0.944,0.944
pothole600_testing_0011.png,151.3,1,1,0,0.922,0.922
pothole600_testing_0012.png,151.8,1,1,0,0.938,0.938
pothole600_testing_0013.png,149.6,1,1,0,0.883,0.883
pothole600_testing_0014.png,149.0,1,1,0,0.861,0.861
pothole600_testing_0015.png,147.7,1,1,0,0.903,0.903
pothole600_testing_0016.png,151.9,1,1,0,0.892,0.892
pothole600_testing_0017.png,151.5,1,1,0,0.904,0.904
pothole600_testing_0018.png,150.6,1,1,0,0.92,0.92
pothole600_testing_0019.png,149.8,1,1,0,0.916,0.916
pothole600_testing_0020.png,149.9,1,1,0,0.915,0.915
pothole600_testing_0021.png,149.1,1,1,0,0.91,0.91
pothole600_testing_0022.png,148.8,1,1,0,0.937,0.937
pothole600_testing_0023.png,161.5,1,1,0,0.921,0.921
pothole600_testing_0024.png,165.1,1,1,0,0.746,0.746
pothole600_testing_0025.png,157.8,1,1,0,0.904,0.904
pothole600_testing_0026.png,160.3,1,1,0,0.772,0.772
pothole600_testing_0027.png,154.5,1,1,0,0.92,0.92
pothole600_testing_0028.png,151.5,1,1,0,0.871,0.871
pothole600_testing_0029.png,201.6,1,1,0,0.906,0.906
pothole600_testing_0030.png,204.6,1,1,0,0.926,0.926
pothole600_testing_0031.png,199.9,1,1,0,0.937,0.937
pothole600_testing_0032.png,201.6,1,1,0,0.919,0.919
pothole600_testing_0033.png,198.4,1,1,0,0.915,0.915
pothole600_testing_0034.png,199.0,1,1,0,0.914,0.914
pothole600_testing_0035.png,196.8,1,1,0,0.875,0.875
pothole600_testing_0037.png,211.7,1,1,0,0.914,0.914
pothole600_testing_0038.png,206.1,1,1,0,0.918,0.918
pothole600_testing_0040.png,203.6,1,1,0,0.917,0.917
pothole600_testing_0041.png,204.8,1,1,0,0.915,0.915
pothole600_testing_0042.png,201.3,1,1,0,0.929,0.929
pothole600_testing_0043.png,192.0,1,1,0,0.915,0.915
pothole600_testing_0044.png,192.7,1,1,0,0.92,0.92
pothole600_testing_0045.png,190.9,1,1,0,0.937,0.937
pothole600_testing_0046.png,190.2,1,1,0,0.932,0.932
pothole600_testing_0048.png,188.7,1,1,0,0.92,0.92
pothole600_testing_0049.png,188.8,1,1,0,0.916,0.916
pothole600_testing_0050.png,126.5,1,1,0,0.296,0.296
pothole600_testing_0051.png,134.6,1,0,-1,,
pothole600_testing_0052.png,126.7,1,0,-1,,
pothole600_testing_0053.png,146.2,1,0,-1,,
pothole600_testing_0054.png,136.0,1,1,0,0.641,0.641
pothole600_testing_0055.png,147.8,1,1,0,0.606,0.606
pothole600_testing_0062.png,146.2,1,1,0,0.459,0.459
pothole600_testing_0063.png,147.3,1,1,0,0.795,0.795
pothole600_testing_0064.png,151.0,1,1,0,0.334,0.334
pothole600_testing_0065.png,143.9,1,3,2,0.352,0.435
pothole600_testing_0066.png,145.0,1,2,1,0.408,0.427
pothole600_testing_0067.png,146.0,1,2,1,0.269,0.43
pothole600_testing_0068.png,147.4,1,1,0,0.761,0.761
pothole600_testing_0069.png,145.9,1,2,1,0.523,0.542
pothole600_testing_0070.png,141.3,1,1,0,0.629,0.629
pothole600_testing_0071.png,144.0,1,2,1,0.536,0.63
pothole600_testing_0072.png,145.0,1,1,0,0.619,0.619
pothole600_testing_0073.png,146.3,1,1,0,0.726,0.726
pothole600_testing_0074.png,143.2,1,1,0,0.712,0.712
pothole600_testing_0075.png,145.9,1,1,0,0.666,0.666
pothole600_testing_0076.png,140.0,1,2,1,0.302,0.34
pothole600_testing_0077.png,141.1,1,2,1,0.286,0.396
pothole600_testing_0078.png,142.5,1,1,0,0.49,0.49
pothole600_testing_0079.png,143.9,1,1,0,0.7,0.7
pothole600_testing_0080.png,142.1,1,2,1,0.539,0.575
pothole600_testing_0081.png,143.3,1,2,1,0.264,0.359
pothole600_testing_0082.png,136.6,1,1,0,0.809,0.809
pothole600_testing_0083.png,139.3,1,1,0,0.894,0.894
pothole600_testing_0084.png,139.6,1,1,0,0.874,0.874
pothole600_testing_0085.png,141.0,1,1,0,0.894,0.894
pothole600_testing_0086.png,139.8,1,1,0,0.869,0.869
pothole600_testing_0087.png,143.9,1,1,0,0.785,0.785
pothole600_testing_0088.png,145.0,1,1,0,0.842,0.842
pothole600_testing_0089.png,144.4,1,1,0,0.789,0.789
pothole600_testing_0090.png,145.8,1,1,0,0.833,0.833
pothole600_testing_0091.png,146.7,1,1,0,0.842,0.842
pothole600_testing_0092.png,137.5,1,1,0,0.669,0.669
pothole600_testing_0093.png,138.8,1,1,0,0.891,0.891
pothole600_testing_0094.png,138.2,1,1,0,0.756,0.756
pothole600_testing_0095.png,139.4,1,1,0,0.819,0.819
pothole600_testing_0096.png,140.5,1,1,0,0.875,0.875
pothole600_testing_0097.png,138.8,1,1,0,0.732,0.732
pothole600_testing_0098.png,140.0,1,1,0,0.848,0.848
pothole600_testing_0099.png,141.7,1,1,0,0.77,0.77
pothole600_testing_0100.png,142.1,1,1,0,0.917,0.917
pothole600_testing_0101.png,142.5,1,1,0,0.799,0.799
pothole600_testing_0102.png,142.8,1,1,0,0.873,0.873
pothole600_testing_0103.png,143.3,1,1,0,0.9,0.9
pothole600_testing_0104.png,143.6,1,1,0,0.791,0.791
pothole600_testing_0105.png,134.3,1,1,0,0.778,0.778
pothole600_testing_0106.png,134.4,1,1,0,0.809,0.809
pothole600_testing_0107.png,135.1,1,1,0,0.854,0.854
pothole600_testing_0108.png,136.3,1,1,0,0.844,0.844
pothole600_testing_0109.png,135.9,1,1,0,0.853,0.853
pothole600_testing_0110.png,138.9,1,1,0,0.897,0.897
pothole600_testing_0111.png,136.5,2,0,-2,,
pothole600_testing_0112.png,136.9,2,0,-2,,
pothole600_testing_0113.png,138.6,2,0,-2,,
pothole600_testing_0114.png,137.4,2,0,-2,,
pothole600_testing_0115.png,141.1,2,0,-2,,
pothole600_testing_0116.png,135.5,2,0,-2,,
pothole600_testing_0117.png,135.6,2,0,-2,,
pothole600_testing_0118.png,137.3,2,0,-2,,
pothole600_testing_0119.png,131.4,1,1,0,0.674,0.674
pothole600_testing_0120.png,132.4,1,1,0,0.735,0.735
pothole600_testing_0121.png,133.6,1,2,1,0.58,0.603
pothole600_testing_0122.png,133.3,1,1,0,0.753,0.753
pothole600_testing_0123.png,132.0,1,1,0,0.83,0.83
pothole600_testing_0124.png,132.8,1,1,0,0.872,0.872
pothole600_testing_0125.png,132.8,1,1,0,0.756,0.756
pothole600_testing_0126.png,127.4,1,1,0,0.565,0.565
pothole600_testing_0127.png,129.7,1,1,0,0.714,0.714
pothole600_testing_0128.png,128.2,1,1,0,0.569,0.569
pothole600_testing_0129.png,130.5,1,1,0,0.727,0.727
pothole600_testing_0130.png,132.0,1,1,0,0.52,0.52
pothole600_testing_0131.png,129.3,1,2,1,0.398,0.543
pothole600_testing_0132.png,131.4,1,1,0,0.644,0.644
pothole600_testing_0133.png,128.4,1,1,0,0.714,0.714
pothole600_testing_0134.png,128.9,1,1,0,0.754,0.754
pothole600_testing_0135.png,130.0,1,1,0,0.533,0.533
pothole600_testing_0136.png,129.3,1,1,0,0.704,0.704
pothole600_testing_0137.png,125.0,1,1,0,0.742,0.742
pothole600_testing_0138.png,127.1,1,1,0,0.6,0.6
pothole600_testing_0139.png,125.7,1,1,0,0.546,0.546
pothole600_testing_0140.png,127.9,1,1,0,0.793,0.793
pothole600_testing_0141.png,129.6,1,1,0,0.565,0.565
pothole600_testing_0142.png,126.5,1,1,0,0.778,0.778
pothole600_testing_0143.png,128.6,1,1,0,0.631,0.631
pothole600_testing_0144.png,139.6,1,1,0,0.309,0.309
pothole600_testing_0145.png,140.1,1,1,0,0.561,0.561
pothole600_testing_0146.png,141.3,1,1,0,0.7,0.7
pothole600_testing_0147.png,101.0,2,2,0,0.846,0.861
pothole600_testing_0148.png,117.1,2,2,0,0.74,0.817
pothole600_testing_0149.png,115.4,3,3,0,0.493,0.732
pothole600_testing_0150.png,110.9,2,2,0,0.886,0.889
pothole600_testing_0151.png,111.9,2,2,0,0.872,0.881
pothole600_testing_0152.png,113.1,2,2,0,0.823,0.854
pothole600_testing_0153.png,112.9,2,2,0,0.802,0.846
pothole600_testing_0154.png,118.6,1,1,0,0.677,0.677
pothole600_testing_0155.png,119.5,1,2,1,0.519,0.599
pothole600_testing_0156.png,120.5,1,1,0,0.642,0.642
pothole600_testing_0157.png,125.1,1,1,0,0.744,0.744
pothole600_testing_0158.png,107.8,1,1,0,0.821,0.821
pothole600_testing_0159.png,109.7,1,1,0,0.733,0.733
pothole600_testing_0160.png,108.7,1,1,0,0.667,0.667
pothole600_testing_0161.png,109.4,1,1,0,0.78,0.78
pothole600_testing_0162.png,110.8,1,1,0,0.787,0.787
pothole600_testing_0163.png,116.3,1,1,0,0.699,0.699
pothole600_testing_0164.png,121.9,1,1,0,0.727,0.727
pothole600_testing_0165.png,126.5,1,1,0,0.589,0.589
pothole600_testing_0166.png,123.3,1,2,1,0.306,0.339
pothole600_testing_0167.png,127.1,1,0,-1,,
pothole600_testing_0168.png,123.8,1,1,0,0.687,0.687
pothole600_testing_0169.png,125.3,1,1,0,0.696,0.696
pothole600_testing_0170.png,128.8,1,1,0,0.79,0.79
pothole600_testing_0171.png,126.6,1,1,0,0.695,0.695
pothole600_testing_0172.png,126.8,1,1,0,0.731,0.731
pothole600_testing_0173.png,107.3,1,2,1,0.349,0.435
pothole600_testing_0174.png,108.3,1,2,1,0.645,0.649
pothole600_testing_0175.png,109.2,1,1,0,0.713,0.713
pothole600_testing_0176.png,107.8,1,2,1,0.295,0.508
pothole600_testing_0177.png,108.7,1,2,1,0.349,0.581
pothole600_testing_0178.png,109.8,1,2,1,0.589,0.664
pothole600_testing_0179.png,109.5,1,1,0,0.74,0.74
